2019.0,12,3540783.31
2018.0,1,3270031.87
2022.0,4,3118532.14
2020.0,10,3095527.8399999994
2023.0,0,2831075.84
2023.0,8,2679558.3899999997
2023.0,10,2620205.4599999995
2022.0,2,2618294.05
2020.0,3,2615923.62
2016.0,6,2522375.13
2025.0,7,2487694.7
2017.0,7,2444090.6000000006
2021.0,0,2411031.03
2020.0,4,2367294.03
2021.0,2,2325720.9
2016.0,7,2317541.8400000003
2024.0,1,2309764.2199999997
2024.0,3,2301876.62
2016.0,4,2281148.87
2020.0,1,2269725.36
2017.0,6,2240062.79
2016.0,10,2209039.16
2022.0,8,2206890.83
2018.0,12,2180515.17
2016.0,0,2161729.94
2015.0,7,2154386.44
2016.0,1,2122547.16
2016.0,3,2067911.6300000001
2019.0,7,2067673.4700000002
2019.0,6,2060985.6400000001
2022.0,0,2050173.13
2018.0,10,2013478.3699999996
2024.0,12,1939837.71
2018.0,2,1936395.5
2015.0,12,1878688.53
2016.0,9,1859041.19
2015.0,10,1850298.12
2016.0,12,1845398.3900000001
2024.0,4,1837583.17
2017.0,5,1832850.45
2019.0,10,1817843.3
2015.0,8,1808307.76
2023.0,3,1806532.8199999998
2025.0,1,1794930.4399999997
2019.0,11,1783656.58
2025.0,0,1758384.75
2020.0,0,1752057.8
2025.0,5,1739575.9800000002
2022.0,9,1738579.0699999998
2023.0,1,1734047.94
2025.0,6,1704960.3099999998
2017.0,12,1699489.55
2025.0,9,1699444.52
2024.0,6,1696126.5299999998
2018.0,6,1688540.3900000001
2024.0,9,1682942.2000000002
2020.0,7,1680503.4900000002
2019.0,3,1671244.28
2023.0,7,1615131.2899999998
2024.0,2,1614169.5099999998
2025.0,3,1609893.8199999998
2022.0,10,1588892.72
2024.0,11,1538187.01
2025.0,4,1524456.81
2015.0,9,1514138.22
2021.0,4,1506204.13
2020.0,5,1481314.9700000002
2019.0,9,1463271.15
2022.0,6,1458741.0199999998
2019.0,0,1442583.01
2025.0,12,1433485.81
2021.0,6,1427258.02
2018.0,4,1411404.6099999999
2023.0,12,1352067.01
2015.0,6,1317892.55
2018.0,3,1316494.56
2025.0,8,1315597.27
2020.0,11,1307640.89
2022.0,12,1303485.79
2017.0,9,1302768.24
2015.0,1,1282046.7
2020.0,12,1255317.05
2019.0,2,1252599.3499999999
2022.0,1,1215538.96
2020.0,6,1206934.61
2021.0,9,1179290.5
2022.0,11,1160868.52
2024.0,0,1150864.34
2015.0,5,1138062.4
2024.0,8,1130409.71
2016.0,5,1129733.06
2022.0,5,1125745.6500000001
2017.0,3,1119741.3199999998
2021.0,8,1084873.64
2023.0,6,1079845.79
2023.0,9,1074255.19
2022.0,3,1073923.82
2017.0,10,1065902.68
2024.0,5,1057447.18
2018.0,0,1044513.0499999999
2015.0,0,1039641.91
2021.0,10,1039552.6299999999
2019.0,5,1039497.74
2021.0,3,1039281.8600000001
2017.0,0,1039043.7899999999
2019.0,1,1031095.2799999999
2024.0,7,1027411.2
2017.0,8,1011558.6800000002
2023.0,2,967563.3099999999
2023.0,5,963244.9199999999
2025.0,10,956961.0
2018.0,5,953288.24
2021.0,1,931563.54
2017.0,2,925729.25
2020.0,8,918212.57
2016.0,11,909841.08
2017.0,1,899455.7899999999
2021.0,7,885369.5499999999
2023.0,4,863966.3200000001
2015.0,3,840316.5
2016.0,2,834769.07
2017.0,4,798421.54
2025.0,11,793327.9199999999
2024.0,10,783826.1699999999
2017.0,11,747827.08
2021.0,12,724628.22
2021.0,5,701862.3300000001
2016.0,8,698290.7899999999
2015.0,4,691630.3899999999
2025.0,2,685985.26
2018.0,9,673595.61
2019.0,8,660447.59
2019.0,4,625808.63
2015.0,2,623170.5
2023.0,11,568659.98
2020.0,2,556626.04
2018.0,8,538459.3799999999
2018.0,11,475810.74
2015.0,11,466046.62
2021.0,11,402953.94999999995
2020.0,9,402004.86
2018.0,7,396569.46
2022.0,7,69943.38
