-100,8,10,7,486.0,8,486.0,8
-100,23,-1,-1,487.0,23,487.0,23
-100,2,10,1,489.0,2,489.0,2
-100,19,-1,-1,493.0,19,493.0,19
-100,6,10,3,518.0,6,518.0,6
-100,22,10,5,527.0,22,527.0,22
0,19,-1,-1,3.0,19,3.0,19
0,8,10,7,4.0,8,4.0,8
0,2,10,1,7.0,2,7.0,2
0,22,10,5,7.0,22,7.0,22
0,23,-1,-1,8.0,23,8.0,23
0,6,10,3,9.0,6,9.0,6
4,22,10,5,5.0,22,5.0,22
4,8,10,7,9.0,8,9.0,8
4,23,-1,-1,10.0,23,10.0,23
4,19,-1,-1,10.0,19,10.0,19
4,2,10,1,10.0,2,10.0,2
4,6,10,3,11.0,6,11.0,6
9,19,-1,-1,5.0,19,5.0,19
9,8,10,7,6.0,8,6.0,8
9,22,10,5,8.0,22,8.0,22
9,6,10,3,9.0,6,9.0,6
9,23,-1,-1,11.0,23,11.0,23
9,2,10,1,13.0,2,13.0,2
11,22,10,5,3.0,22,3.0,22
11,19,-1,-1,7.0,19,7.0,19
11,23,-1,-1,8.0,23,8.0,23
11,2,10,1,9.0,2,9.0,2
11,6,10,3,10.0,6,10.0,6
11,8,10,7,12.0,8,12.0,8
12,6,10,3,4.0,6,4.0,6
12,2,10,1,7.0,2,7.0,2
12,8,10,7,9.0,8,9.0,8
12,23,-1,-1,9.0,23,9.0,23
12,19,-1,-1,11.0,19,11.0,19
12,22,10,5,18.0,22,18.0,22
13,23,-1,-1,7.0,23,7.0,23
13,2,10,1,7.0,2,7.0,2
13,6,10,3,7.0,6,7.0,6
13,8,10,7,9.0,8,9.0,8
13,22,10,5,11.0,22,11.0,22
13,19,-1,-1,11.0,19,11.0,19
14,22,10,5,7.0,22,7.0,22
14,8,10,7,8.0,8,8.0,8
14,23,-1,-1,9.0,23,9.0,23
14,19,-1,-1,9.0,19,9.0,19
14,2,10,1,9.0,2,9.0,2
14,6,10,3,11.0,6,11.0,6
15,6,10,3,5.0,6,5.0,6
15,19,-1,-1,6.0,19,6.0,19
15,8,10,7,7.0,8,7.0,8
15,2,10,1,8.0,2,8.0,2
15,23,-1,-1,10.0,23,10.0,23
15,22,10,5,14.0,22,14.0,22
16,19,-1,-1,5.0,19,5.0,19
16,22,10,5,6.0,22,6.0,22
16,2,10,1,6.0,2,6.0,2
16,23,-1,-1,7.0,23,7.0,23
16,6,10,3,8.0,6,8.0,6
16,8,10,7,10.0,8,10.0,8
17,22,10,5,8.0,22,8.0,22
17,8,10,7,9.0,8,9.0,8
17,19,-1,-1,9.0,19,9.0,19
17,2,10,1,9.0,2,9.0,2
17,23,-1,-1,10.0,23,10.0,23
17,6,10,3,10.0,6,10.0,6
18,23,-1,-1,3.0,23,3.0,23
18,19,-1,-1,5.0,19,5.0,19
18,22,10,5,6.0,22,6.0,22
18,2,10,1,7.0,2,7.0,2
18,8,10,7,8.0,8,8.0,8
18,6,10,3,9.0,6,9.0,6
20,23,-1,-1,389.0,23,389.0,23
20,8,10,7,389.0,8,389.0,8
20,2,10,1,392.0,2,392.0,2
20,19,-1,-1,400.0,19,400.0,19
20,6,10,3,420.0,6,420.0,6
20,22,10,5,426.0,22,426.0,22
21,2,10,1,5.0,2,5.0,2
21,6,10,3,5.0,6,5.0,6
21,8,10,7,6.0,8,6.0,8
21,23,-1,-1,6.0,23,6.0,23
21,22,10,5,8.0,22,8.0,22
21,19,-1,-1,12.0,19,12.0,19
