22067.0,.,1088777.91,.,.,.,1561336.25,.
22097.0,.,2010332.81,.,.,.,2453055.32,.
22128.0,.,1556239.69,.,.,.,2208013.62,.
22159.0,.,1410262.01,.,.,.,1519418.49,.
22189.0,.,1288425.45,.,.,.,1234479.46,.
22220.0,.,2518325.95,.,.,.,2798910.08,.
22250.0,.,1420915.76,.,.,.,1507824.96,.
22281.0,.,1920493.79,.,.,.,3646818.3,.
22312.0,.,2528599.25,.,.,.,3507572.92,.
22340.0,.,1820441.61,.,.,.,2262260.04,.
22371.0,.,1815856.21,.,.,.,1920480.71,.
22401.0,.,1187855.49,.,.,.,709092.68,.
22432.0,.,1608049.99,.,.,.,2914846.7,.
22462.0,.,1732885.18,.,.,.,2185528.18,.
22493.0,1845252.0358754704,1678624.88,.,.,.,2404533.78,.
22524.0,1404972.5687784387,901102.9,.,.,.,1625698.09,.
22554.0,1964998.8568414976,1870561.5,.,.,.,2343145.45,.
22585.0,2784837.8272238886,1997116.22,.,.,.,3461825.29,.
22615.0,1688641.9629702005,1524359.7,.,.,.,1810158.46,.
22646.0,573633.792379078,629599.32,.,.,.,1196683.93,.
22677.0,2817340.97575748,2697273.27,.,.,.,3566542.31,.
22705.0,1906269.8731725719,1765942.68,.,.,.,2993426.81,.
22736.0,2180743.284587047,2163067.64,.,.,.,2492930.11,.
22766.0,1772183.9840518776,1386120.78,.,.,.,1826413.63,.
22797.0,1340586.727578457,2159537.34,.,.,.,2455110.92,.
22827.0,1629405.3973494251,1397527.85,.,.,.,1710996.39,.
22858.0,1362902.5832813596,1961518.04,.,.,.,1727949.28,.
22889.0,1467835.22373123,1678321.84,.,.,.,2027955.5,.
22919.0,2546444.3444778686,3047816.65,.,.,.,3682137.35,.
22950.0,2890393.530981915,2520484.5,.,.,.,4286268.75,.
22980.0,1848017.8264578346,1819355.12,.,.,.,2098233.47,.
23011.0,1582528.3743973705,2761817.92,.,.,.,2876062.32,.
23042.0,3072569.693981509,2880093.22,.,.,.,4293244.03,.
23070.0,802499.7315985381,520109.79,.,.,.,824137.03,.
23101.0,1947472.9258025244,751893.27,.,.,.,1692542.59,.
23131.0,1272997.1623962994,1261107.54,.,.,.,1533649.49,.
23162.0,1629892.153892527,2102780.71,.,.,.,2378080.01,.
23192.0,1507522.7010118407,540612.5,.,.,.,1776111.22,.
23223.0,2589696.0658018603,2347313.92,.,.,.,3618933.99,.
23254.0,1717168.2254561114,2069873.82,.,.,.,2943690.36,.
23284.0,1567943.1444552164,834169.52,.,.,.,1327080.74,.
23315.0,1071503.1475525415,1951916.58,.,.,.,1354982.65,.
23345.0,1370203.8523954954,1329794.08,.,.,.,1418075.36,.
23376.0,2049664.413740687,1640994.28,.,.,.,3237261.76,.
23407.0,1684598.179648286,1178438.17,.,.,.,2156791.22,.
23436.0,1856858.4166047608,2242434.19,.,.,.,2684069.99,.
23467.0,2138279.836824492,2327653.44,.,.,.,3703603.81,.
23497.0,1817869.5080833817,1486746.8,.,.,.,2502391.85,.
23528.0,2313015.3638338,2733319.97,.,.,.,2670562.99,.
23558.0,1493831.5553427152,1104023.79,.,.,.,2395125.77,.
23589.0,2476447.7987403083,2502614.83,.,.,.,3185120.75,.
23620.0,854513.9330448243,499809.13,.,.,.,564374.89,.
23650.0,2123032.0467740614,.,2123032.0467740614,1092078.6321635097,3153985.461384613,2272167.5967770256,2272167.5967770256
23681.0,2088748.0131534091,.,2088748.0131534091,1057794.5985428574,3119701.427763961,3099473.7651880803,3099473.7651880803
23711.0,1648529.8991979724,.,1648529.8991979724,617576.4845874206,2679483.313808524,1831076.37381886,1831076.37381886
23742.0,2178975.504720746,.,2178975.504720746,1148022.0901101944,3209928.9193312977,2860242.1229605144,2860242.1229605144
23773.0,2259257.494278219,.,2259257.494278219,1228304.0796676674,3290210.9088887707,3500612.02509148,3500612.02509148
23801.0,1584049.6394050173,.,1584049.6394050173,553096.2247944655,2615003.054015569,2309093.602086204,2309093.602086204
23832.0,1378344.1946295868,.,1378344.1946295868,347390.780019035,2409297.6092401384,2569061.8995537153,2569061.8995537153
23862.0,1338735.463828118,.,1338735.463828118,307782.04921756627,2369688.8784386697,1758119.1131754648,1758119.1131754648
23893.0,2384233.3478736533,.,2384233.3478736533,1353279.9332631016,3415186.762484205,2545817.8985613636,2545817.8985613636
23923.0,886135.5873145662,.,886135.5873145662,-144817.8272959855,1917089.001925118,2252573.6352289957,2252573.6352289957
23954.0,2025302.426702402,.,2025302.426702402,994349.0120918503,3056255.8413129537,2775909.345070133,2775909.345070133
23985.0,1462767.3669343097,.,1462767.3669343097,431813.9523237579,2493720.7815448614,1881824.9125019787,1881824.9125019787
24015.0,1611684.8767418554,.,1611684.8767418554,501437.8984928991,2721931.8549908116,2324733.19641399,2324733.19641399
24046.0,2583010.046664081,.,2583010.046664081,1472763.0684151247,3693257.024913037,3152039.3648250448,3152039.3648250448
24076.0,1592345.5671058744,.,1592345.5671058744,482098.5888569181,2702592.5453548306,1883641.9734558244,1883641.9734558244
